source,index,text
unknown,2181,"Highland Fire | Clear conditions throughout the day. | Highland Road and Aguanga Ranchos Road, Aguanga"
unknown,2182,"Lizzie Fire | Clear conditions throughout the day. | Johnson Avenue and Bishop Street, city of San Luis Obispo"
unknown,2183,"Sun Fire | Clear conditions throughout the day. | 7200 San Julian Road, Lompoc"
unknown,2184,Midway Fire | Clear conditions throughout the day. | Kern County
unknown,2185,Lamb Fire | Clear conditions throughout the day. | Northeast of Lamb Canyon Road
unknown,2186,Manzanita Fire | Clear conditions throughout the day. | Northbound Highway 79 and Gilman Springs Road
unknown,2187,"Adams Fire | Clear conditions throughout the day. | Northeast of Macomber Palms, Indio"
unknown,2188,"Sierra Fire | Clear conditions throughout the day. | La Sierra Avenue and El Sobrante Road, El Cerrito"
unknown,2189,"Sage Fire | Becoming cloudy in the afternoon. | Highway 94 at Vista Sage Lane, Jamul"
unknown,2190,Border 38 Fire | Clear conditions throughout the day. | Marron Valley Road and Tijuana River 
unknown,2191,"Elm Fire | Clear conditions throughout the day. | Ida Avenue and Peach Street, Cabazon "
unknown,2192,"South Fire | Clear conditions throughout the day. | South Mountain Loop Road and Solano Verde Drive, South of Santa Paula"
unknown,2193,"Pine Fire | Clear conditions throughout the day. | South Granite Road and Round Mountain Road, Northeast of Bakersfield"
unknown,2194,"Border 42 Fire | Partly cloudy throughout the day with late afternoon rain. | Marron Valley and Barrett Truck Trail, South of Dulzura"
unknown,2195,"Palmas Fire | Partly cloudy throughout the day. | Dos Palmas Spring Road, North Shore "
unknown,2196," Bryson Fire | Partly cloudy throughout the day. | Sapague Rd and Bryson Hesperia Road, Northeast of Bryson"
unknown,2197,"Cartago Fire | Clear conditions throughout the day. | Cartago, Inyo County "
unknown,2198,Marsh Fire | Partly cloudy throughout the day. | Point Sacramento/Kimball Island
unknown,2199,Gardner Fire | Clear conditions throughout the day. | East of Taft
unknown,2200,"Pendola Fire | Clear conditions throughout the day. | Garden Valley Road and Pendola Road, near Camptonville"
unknown,2201,"York Fire | Clear conditions throughout the day. | Highway 41 and York Avenue, north of Kings/Kern County Line"
unknown,2202,"Refuge Fire | Partly cloudy throughout the day with late afternoon rain. | West Panoche Road & HIghway 180, Mendota"
unknown,2203,"Billy Fire | Clear conditions throughout the day. | Billy Wright Road & Bonita Road, Santa Nella"
unknown,2204,School Fire | Clear conditions throughout the day. |  Highway 166 and Basic School Road
unknown,2205,Dawn Fire | Clear conditions throughout the day. | Unknown / TBD
unknown,2206,Tram Fire | Clear conditions throughout the day. | Unknown / TBD
unknown,2207,Virginiatown Fire | Clear conditions throughout the day. | Unknown / TBD
unknown,2208,"Magnolia Fire | Clear conditions throughout the day. | Apache Trail & Bonita Avenue, Cabazon"
unknown,2209,"Almond Fire | Clear conditions throughout the day. | Near Helen Ave & Date Ave, Cabazon"
unknown,2210,Sherwood Fire | Clear conditions throughout the day. | North of Sherwood Ave & Famoso Woody Rd
unknown,2211,"Dom Fire | Clear conditions throughout the day. | South Stanislaus Ave and Coalinga-Mendota Rd - Coalinga, CA"
unknown,2212,Jayne Fire | Clear conditions throughout the day. | Unknown / TBD
unknown,2213,Border 44 Fire | Cloudy skies throughout the day. | Unknown / TBD
unknown,2214,Red Fire | Clear conditions throughout the day. | Unknown / TBD
unknown,2215,"National Fire | Clear conditions throughout the day. | National Trails Hwy, Oro Grande"
unknown,2216,"Love 2 Fire | Clearing in the afternoon. | Loveland Ln and Montiel Truck TRL, Lawson Valley"
unknown,2217,Janell Fire | Clearing in the afternoon. | 45900 Block of Cahuilla Road
unknown,2218,"John Fire | Clear conditions throughout the day. | South Bert Crane Road and John Saunders Road, Near Atwater"
unknown,2219,"Cow Fire | Clear conditions throughout the day. | Highway 178 and Democrat Road, Southwest of Lake Isabella"
unknown,2220,"Ranch Fire | Clear conditions throughout the day. | Near Newsome Ranch Road, Concow"
unknown,2221,"Idria Fire | Partly cloudy throughout the day. | Near New Idria Road, Paicines"
unknown,2222,"Petrol Fire | Clear conditions throughout the day. | Highway 33 and Highway 198, North of Coalinga"
unknown,2223,"Roberts Fire | Partly cloudy throughout the day. | Range 39, Camp Roberts"
unknown,2224,Mission Fire | Clear conditions throughout the day. | Highway 62 and Mission Creek Road
unknown,2225,"Wind Fire | Clear conditions throughout the day. | West of Interstate 5, South of Laval Road, North of the Grapevine"
unknown,2226,"Hall Fire | Clear conditions throughout the day. | Gyle Road & Hall Road, near Tehama"
unknown,2227,Elk Fire | Clear conditions throughout the day. | Unknown / TBD
unknown,2228,Valley Fire | Clear conditions throughout the day. | Unknown / TBD
unknown,2229,"Knolls Fire | Partly cloudy throughout the day. | Santa Fe Knolls Lane, Rancho Santa Fe"
unknown,2230,Seven Fire | Clear conditions throughout the day. | Unknown / TBD
unknown,2231,"Panoche Fire | Partly cloudy throughout the day with morning rain. | Panoche Road and Clear Creek Road, New Idria "
unknown,2232,"Harford Fire | Partly cloudy throughout the day. | Harford Park Lane & Frantz Road, Lake Mathews"
unknown,2233,"Shirleon Fire | Partly cloudy throughout the day. | Southeast of Old Idyllwild Road & Shirleon Drive, Banning"
unknown,2234,Holiday Fire | Clear conditions throughout the day. | Unknown / TBD
unknown,2235,Nees Fire | Clear conditions throughout the day. | Unknown / TBD
unknown,2236,Central Fire | Clear conditions throughout the day. | Unknown / TBD
unknown,2237,Border 51 Fire | Partly cloudy throughout the day. | Mine Canyon Truck Trail & Marron Valley Road
unknown,2238,"Flood Fire | Clear conditions throughout the day. | Flood Rd and Waverly Rd , Linden"
unknown,2239,Millerton Fire | Clear conditions throughout the day. | Millerton Lake 
unknown,2240,"Vince Fire | Clear conditions throughout the day. | 4300 Block of East Avenue, Palmdale"
unknown,2241,Five Fire | Clear conditions throughout the day. | Unknown / TBD
unknown,2242,"Hill Fire | Clearing in the afternoon. | Foothill Road and Highway 33, Cuyama Valley"
unknown,2243,"Pepper Fire | Clear conditions throughout the day. | Pepperweed Road and Partridge Lane, Eastern Fresno County"
unknown,2244,"Dillon Fire | Clear conditions throughout the day. | Highway 62 and Pierson Boulevard, Desert Hot Springs"
unknown,2245,Clark Fire | Clear conditions throughout the day. | Unknown / TBD
unknown,2246,Mocal Fire | Clear conditions throughout the day. | West of Fellows
unknown,2247,Shirleon Fire | Clear conditions throughout the day. | Unknown / TBD
unknown,2248,Watt Fire | Clear conditions throughout the day. | Unknown / TBD
unknown,2249,"Mateo Fire | Clear conditions throughout the day. | North San Mateo Avenue and West Whitebridge Avenue, Mendota"
unknown,2250,Zediker Fire | Clear conditions throughout the day. | Unknown / TBD
unknown,2251,County Fire | Clear conditions throughout the day. | Unknown / TBD
unknown,2252,Devil Fire | Clear conditions throughout the day. | 25th Avenue East of the California Aqueduct
unknown,2253,Bank Fire | Clear conditions throughout the day. | Briggs Road and Red Bank Road
unknown,2254,3-9 Fire | Partly cloudy throughout the day. | Unknown / TBD
unknown,2255,"Howard Fire | Clear conditions throughout the day. | Howard Road & Old Ranch Road, Anza "
unknown,2256,"Great 3 Fire | Clearing in the afternoon. | Milepost 28 Great Southern Overland Stage Route, Shelter Valley"
unknown,2257,Canal Fire | Clear conditions throughout the day. | Road 600 & Madera Canal
unknown,2258,"Hawk Fire | Partly cloudy throughout the day. | 10000 Block of E Herndon Ave, Clovis"
unknown,2259,"Firebaugh Fire | Clear conditions throughout the day. | 16000 Avenue 7 and Road 16, Madera County"
unknown,2260,Valley Center Fire | Clear conditions throughout the day. | Unknown / TBD
unknown,2261,Yer1 Fire | Clear conditions throughout the day. | Unknown / TBD
unknown,2262,Nby1 Fire | Clear conditions throughout the day. | Unknown / TBD
unknown,2263,"Rosamond Fire | Clear conditions throughout the day. | 70th St W & W Ave H, Antelope Acres"
unknown,2264,"Tesoro Fire | Clear conditions throughout the day. | 41500 Highway 145 and 18000 Highway 41 , Tesoro Viejo"
unknown,2265,"Limonite Fire | Clearing in the afternoon. | Limonite Avenue & Bain Avenue, Jurupa Valley"
unknown,2266,"Red Fire | Clear conditions throughout the day. | Redhill Road, Bodfish"
unknown,2267,"Field Fire | Clearing in the afternoon. | Highway 166, New Cuyama"
unknown,2268,"Fields Fire | Clear conditions throughout the day. | Fields Road cross of Le Grande Road, North of the community of Snelling"
unknown,2269,"Ranch Fire | Clear conditions throughout the day. | Rancheria Road, Bakersfield"
unknown,2270,"Boyd Fire | Clear conditions throughout the day. | Boyd Drive between Avenue 420 and Highway 245, East of Orosi"
unknown,2271,"Corral Fire | Clear conditions throughout the day. | Lawrence Livermore National Laboratory Site 300, southwest of Tracy"
unknown,2272,"Border 53 Fire | Partly cloudy throughout the day. | Buttewig Canyon, South Slope of Otay Mountain"
unknown,2273,"Raymond Fire | Clear conditions throughout the day. | Cleveland Avenue and Raymond Road, City of Madera"
unknown,2274,Park Fire | Partly cloudy throughout the day. | Unknown / TBD
unknown,2275,"West Fire | Clear conditions throughout the day. | North of 65th St W & Dawn Rd, Rosamond"
unknown,2276,"Shadow Fire | Clear conditions throughout the day. | Squirrel Mountain Valley, East of Lake Isabella"
unknown,2277,Patterson Fire | Partly cloudy throughout the day. | Patterson Pass and Midway Road
unknown,2278,Sorrel Fire | Clear conditions throughout the day. | Northeast of Apple Valley
unknown,2279,Springs Fire | Clear conditions throughout the day. | Highway 108 and Green Springs Road
unknown,2280,"Russell Fire | Clear conditions throughout the day. | North Russell Avenue, Firebaugh"
unknown,2281,Road Fire | Clear conditions throughout the day. | South of Taft
unknown,2282,"Lotus Fire | Clear conditions throughout the day. | 5800 Block of 28th Street, Jurupa Valley"
unknown,2283,Bitterwater  | Clear conditions throughout the day. | Highway 58 and Bitterwater Road
unknown,2284,"Crystal Fire | Clear conditions throughout the day. | 250 Block of Crystal Springs Road, Deer Park"
unknown,2285,"Little Fire | Clear conditions throughout the day. | Little Panoche Road and West Shields Avenue, Mendota"
unknown,2286,"Devil Fire | Clear conditions throughout the day. | Devils Den Road and 25th Avenue, south of Kettleman City"
unknown,2287,Relay Fire | Clear conditions throughout the day. | Near the intersection of Beaumont Avenue and California Avenue
unknown,2288,Gaskell Fire | Clear conditions throughout the day. | Unknown / TBD
unknown,2289,155 Fire | Clear conditions throughout the day. | Wofford Boulevard and Deadrich Ranch Road
unknown,2290,Lost Fire | Clear conditions throughout the day. | Lost Hills Road and Weiser Road
unknown,2291,"Pan Fire | Clear conditions throughout the day. | Little Panoche Road, near Firebaugh"
unknown,2292,"Albers Fire | Clear conditions throughout the day. | 124 Albers Court, Marsh Creek"
unknown,2293,"Garlock Fire | Partly cloudy throughout the day. | Garlock Lane and Gooseberry Lane, Eastern Fresno County"
unknown,2294,"Morgan Fire | Clearing in the afternoon with afternoon rain. | Coppola Street and Morgan Hill Drive, Temecula"
unknown,2295,"Poleline Fire | Clear conditions throughout the day. | Poleline Road and Highway 165, Los Banos"
unknown,2296,Koala Fire | Clear conditions throughout the day. | Koala Road and Victor Street
unknown,2297,Springs Fire | Clear conditions throughout the day. | West of Gazelle
unknown,2298,"Greenville Fire | Clear conditions throughout the day. | Altamont Pass Road and North Greenville Road, Altamont"
unknown,2299,"Cody Fire | Clear conditions throughout the day. | Sherwood Avenue, North of Bakersfield "
unknown,2300,Aquaduct 2 Fire | Partly cloudy throughout the day. | Aqueduct Road and San Clemente Canyon Freeway
unknown,2301,"Rock Fire | Clearing in the afternoon. | Bee Rock Road & Canyon Road, Camp Roberts"
unknown,2302,"Creek Fire | Clear conditions throughout the day. |  Caliente Creek Road, Caliente"
unknown,2303,"John Fire | Clear conditions throughout the day. | John Henry Johnson Parkway, Pittsburg"
unknown,2304,"Forest Fire | Clear conditions throughout the day. | East Avenue, Llano"
unknown,2305,"Rawson Fire | Clear conditions throughout the day. | Rawson Road, South of Red Bluff"
unknown,2306,"Spenceville Fire | Clear conditions throughout the day. | Spenceville Shooting Range, Spenceville "
unknown,2307,"Acorn Fire | Clear conditions throughout the day. | New Hogan Lake, Valley Springs"
unknown,2308,"Cod Fire | Clear conditions throughout the day. | Cod Drive, Hornbrook "
unknown,2309,"Flynn Fire | Clear conditions throughout the day. | I-580 and North Flynn Road, Altamont"
unknown,2310,"Jellys Fire | Clear conditions throughout the day. | Jellys Ferry Road and Spring Branch Road, North of Red Bluff"
unknown,2311,"Stoddard 3 Fire | Clear conditions throughout the day. | Stoddard Wells Road, South of Barstow"
unknown,2312,"Carmen Fire | Clear conditions throughout the day. | Elm Street and Lavern Avenue, Cabazon"
unknown,2313,"Travel Fire | Clear conditions throughout the day. | South Lincoln Avenue, near I-5"
unknown,2314,"Lincoln Fire | Clear conditions throughout the day. |  20th Street, Palmdale "
unknown,2315,"Hinkley Fire | Clear conditions throughout the day. | Hinkley Road, Hinkley"
unknown,2316,"Oil Fire | Clear conditions throughout the day. | East of Highway 65 and Lerdo Highway, North of Bakersfield"
unknown,2317,"Bear Fire | Partly cloudy throughout the day. | Soda Lake Road and Gaviota Trail, Santa Margarita"
unknown,2318,"Grant Fire | Clear conditions throughout the day. | Grantline and White Rock Road, Rancho Cordova"
unknown,2319,"Llano Fire | Clear conditions throughout the day. | Highway 18 and 248th Street East, Los Angeles County"
unknown,2320,"Johnson Fire | Clear conditions throughout the day. | East Acampo Road, San Joaquin County"
unknown,2321,"Peterson Fire | Clear conditions throughout the day. | US-395, Lassen County"
unknown,2322,"5 Fire | Clear conditions throughout the day. | Interstate 5, Buttonwillow"
unknown,2323,Felipe Fire | Clear conditions throughout the day. | Southeast San Jose
unknown,2324,"Post Fire | Clear conditions throughout the day. | Gorman Road, Gorman CA"
